timestamp:1430743340
0,
0.333333,
0.661111,
0.983426,
1.30037,
1.61203,
1.9185,
2.21985,
2.51619,
2.80759,
3.09413,
3.37589,
3.65296,
3.92541,
4.19332,
4.45676,
4.71582,
4.97055,
5.22105,
5.46736,
5.70957,
5.94775,
6.18195,
6.41225,
6.63871,
6.8614,
7.08038,
7.2957,
7.50744,
7.71565,
7.92039,
8.12172,
8.31969,
8.51436,
8.70579,
8.89403,
9.07913,
9.26114,
9.44012,
9.61612,
9.78918,
9.95936,
10.1267,
10.2913,
10.4531,
10.6122,
10.7687,
10.9225,
11.0738,
11.2226,
11.3689,
11.5127,
11.6542,
11.7933,
11.93,
12.0645,
12.1968,
12.3269,
12.4547,
12.5805,
12.7042,
12.8258,
12.9453,
13.0629,
13.1785,
13.2922,
13.404,
13.5139,
13.622,
13.7283,
13.8329,
13.9357,
14.0367,
14.1361,
14.2338,
14.3299,
14.4244,
14.5174,
14.6087,
14.6986,
14.787,
14.8738,
14.9593,
15.0433,
15.1259,
15.2071,
15.287,
15.3656,
15.4428,
15.5188,
15.5935,
15.6669,
15.7391,
15.8101,
15.88,
15.9486,
16.0161,
16.0825,
16.1478,
16.212,
16.2752,
16.3373,
16.3983,
16.4583,
16.5174,
16.5754,
16.6325,
16.6886,
16.7438,
16.7981,
16.8514,
16.9039,
16.9555,
17.0062,
17.0561,
17.1052,
17.1535,
17.2009,
17.2475,
17.2934,
17.3385,
17.3829,
17.4265,
17.4694,
17.5116,
17.553,
17.5938,
17.6339,
17.6734,
17.7121,
17.7503,
17.7878,
17.8246,
17.8609,
17.8966,
17.9316,
17.9661,
18,
18.0333,
18.0661,
18.0983,
18.13,
18.1612,
18.1918,
18.222,
18.2516,
18.2807,
18.3094,
18.3376,
18.3653,
18.3925,
18.4193,
18.4457,
18.4716,
18.497,
18.5221,
18.5467,
18.5709,
18.5948,
18.6182,
18.6412,
18.6639,
18.6861,
18.708,
18.7296,
18.7507,
18.7715,
18.792,
18.8122,
18.832,
18.8514,
18.8706,
18.8894,
18.9079,
18.9261,
18.944,
18.9616,
18.9789,
18.9959,
19.0127,
19.0291,
19.0453,
19.0612,
19.0769,
19.0922,
19.1074,
19.1222,
19.1369,
19.1513,
19.1654,
19.1793,
19.193,
19.2064,
19.2197,
19.2327,
19.2455,
19.258,
19.2704,
19.2826,
19.2945,
19.3063,
19.3178,
19.3292,
19.3404,
19.3514,
19.3622,
19.3728,
19.3833,
19.3936,
19.4037,
19.4136,
19.4234,
19.433,
19.4424,
19.4517,
19.4609,
19.4699,
19.4787,
19.4874,
19.4959,
19.5043,
19.5126,
19.5207,
19.5287,
19.5365,
19.5443,
19.5519,
19.5593,
19.5667,
19.5739,
19.581,
19.588,
19.5949,
19.6016,
19.6082,
19.6148,
19.6212,
19.6275,
19.6337,
19.6398,
19.6458,
19.6517,
19.6575,
19.6632,
19.6689,
19.6744,
19.6798,
19.6851,
19.6904,
19.6955,
19.7006,
19.7056,
19.7105,
19.7153,
19.7201,
19.7247,
19.7293,
19.7338,
19.7383,
19.7426,
19.7469,
19.7512,
19.7553,
19.7594,
19.7634,
19.7673,
19.7712,
19.775,
19.7788,
19.7825,
19.7861,
19.7896,
19.7932,
19.7966,
19.8,
19.8033,
19.8066,
19.8098,
19.813,
19.8161,
19.8192,
19.8222,
19.8252,
19.8281,
19.8309,
19.8338,
19.8365,
19.8392,
19.8419,
19.8446,
19.8472,
19.8497,
19.8522,
19.8547,
19.8571,
19.8595,
19.8618,
19.8641,
19.8664,
19.8686,
19.8708,
19.8729,
19.8751,
19.8771,
19.8792,
19.8812,
19.8832,
19.8851,
19.8871,
19.8889,
19.8908,
19.8926,
19.8944,
19.8962,
19.8979,
19.8996,
19.9013,
19.9029,
19.9045,
19.9061,
19.9077,
19.9092,
19.9107,
19.9122,
19.9137,
19.9151,
19.9165,
19.9179,
19.9193,
19.9206,
19.922,
19.9233,
19.9245,
19.9258,
19.927,
19.9282,
19.9294,
19.9306,
19.9318,
19.9329,
19.934,
19.9351,
19.9362,
19.9373,
19.9383,
19.9393,
19.9404,
19.9414,
19.9423,
19.9433,
19.9442,
19.9452,
19.9461,
19.947,
19.9479,
19.9487,
19.9496,
19.9504,
19.9513,
19.9521,
19.9529,
19.9536,
19.9544,
19.9552,
19.9559,
19.9567,
19.9574,
19.9581,
19.9588,
19.9595,
19.9602,
19.9608,
19.9615,
19.9621,
19.9627,
19.9634,
19.964,
19.9646,
19.9652,
19.9657,
19.9663,
19.9669,
19.9674,
19.968,
19.9685,
19.969,
19.9695,
19.9701,
19.9706,
19.971,
19.9715,
19.972,
19.9725,
19.9729,
19.9734,
19.9738,
19.9743,
19.9747,
19.9751,
19.9755,
